YEAR,STATEFIP,FEMALE,AGE,HISPANIC,ASIAN,BLACK,PACIFICISLANDER,WHITE,COLLEGE,INCOME
2018,15,1,30,1,0,0,0,1,0,0
2018,15,1,44,0,1,0,0,1,1,403000
2018,15,0,37,0,1,0,0,0,0,76000
2018,15,0,42,0,1,0,0,0,0,39000
2018,15,0,47,0,1,0,0,0,0,9600
2018,15,1,44,0,1,0,0,0,0,54000
2018,15,1,74,0,1,0,0,0,0,18300
2018,15,0,36,0,1,0,0,0,0,17800
2018,15,0,21,0,1,0,0,0,0,3800
2018,15,1,31,0,0,0,0,1,1,19500
2018,15,1,65,0,1,0,0,0,1,50000
2018,15,1,76,0,0,0,0,1,1,105500
2018,15,0,49,0,0,0,0,1,0,26000
2018,15,0,76,0,1,0,1,0,0,14000
2018,15,0,31,0,0,0,0,1,0,60000
2018,15,1,58,0,1,0,0,0,1,50000
2018,15,0,55,0,1,0,0,1,1,150000
2018,15,0,71,0,0,1,0,0,1,56600
2018,15,1,61,0,0,0,0,1,0,135000
2018,15,1,60,0,1,0,0,0,0,69160
2018,15,0,61,1,1,0,0,0,0,66000
2018,15,0,58,0,1,0,0,0,1,14400
2018,15,1,50,0,1,0,1,1,0,23000
2018,15,0,51,0,0,0,0,1,0,30000
2018,15,0,31,0,1,0,1,1,0,0
2018,15,1,20,0,1,0,1,1,0,600
2018,15,1,57,0,1,0,1,1,0,30000
2018,15,0,50,0,0,0,0,1,0,62600
2018,15,1,51,0,0,0,1,0,0,0
2018,15,0,28,0,0,0,1,1,0,29000
2018,15,1,25,0,0,0,1,1,0,7000
2018,15,0,38,0,1,0,0,0,0,33500
2018,15,1,38,0,1,0,0,0,0,19200
2018,15,0,71,0,1,0,0,0,0,22000
2018,15,1,65,0,1,0,0,0,0,5600
2018,15,1,41,0,1,0,1,1,0,12000
2018,15,1,89,0,0,0,1,0,0,8900
2018,15,0,59,0,0,0,1,1,0,9000
2018,15,1,45,0,1,0,1,0,0,44500
2018,15,1,65,0,0,0,0,1,0,18600
2018,15,0,67,0,0,0,0,1,0,9600
2018,15,1,59,0,1,0,1,1,1,0
2018,15,1,31,0,1,0,1,1,0,32000
2018,15,1,47,0,0,0,1,0,0,38000
2018,15,0,48,0,0,0,1,0,1,150000
2018,15,0,15,0,0,0,1,0,0,0
2018,15,0,48,1,0,0,0,1,0,95000
2018,15,1,63,0,1,0,0,0,0,40000
2018,15,1,34,0,1,0,1,1,0,77200
2018,15,0,36,0,1,0,1,0,0,80000
2018,15,1,68,0,0,0,0,1,0,300300
2018,15,0,49,0,0,0,0,1,0,15000
2018,15,1,50,0,1,0,0,0,1,47500
2018,15,0,53,0,1,0,0,0,0,45500
2018,15,0,26,0,1,0,0,0,0,35600
2018,15,1,15,0,1,0,0,0,0,0
2018,15,0,45,0,1,0,0,0,1,5800
2018,15,1,43,0,1,0,0,0,1,5200
2018,15,1,38,1,0,0,0,1,1,1e+05
2018,15,0,43,0,0,0,0,1,0,57000
2018,15,1,92,0,0,0,0,1,0,18800
2018,15,0,48,0,0,0,0,1,0,48000
2018,15,1,46,0,0,0,0,1,0,65000
2018,15,0,56,0,1,0,0,0,1,130000
2018,15,1,61,0,1,0,0,0,1,33500
2018,15,1,54,0,1,0,0,0,0,29800
2018,15,0,51,0,1,0,0,0,0,69000
2018,15,0,49,0,1,0,0,0,0,30000
2018,15,0,53,0,0,0,0,1,0,50000
2018,15,0,28,0,1,0,0,0,0,38000
2018,15,1,26,0,1,0,0,0,0,14100
2018,15,0,20,0,1,0,0,1,0,0
2018,15,0,18,0,1,0,0,1,0,12600
2018,15,0,50,0,0,0,1,0,0,48000
2018,15,0,57,0,1,0,1,0,0,25000
2018,15,0,67,0,0,0,0,1,0,18150
2018,15,0,73,0,0,0,1,0,1,56000
2018,15,1,42,0,0,1,0,0,1,80000
2018,15,0,66,0,0,0,0,1,1,52000
2018,15,1,65,1,1,0,0,1,0,6200
2018,15,0,38,1,1,0,0,1,0,9100
2018,15,0,22,1,1,0,1,1,0,8900
2018,15,1,68,0,1,0,0,0,1,4500
2018,15,0,69,0,1,0,0,0,0,52700
2018,15,0,61,0,0,0,0,1,0,27000
2018,15,1,83,0,1,0,0,0,0,7200
2018,15,1,50,0,1,0,0,0,0,11500
2018,15,0,60,0,1,0,1,1,0,55000
2018,15,1,56,0,1,0,1,1,0,-5800
2018,15,1,65,0,0,0,1,0,1,52300
2018,15,1,46,0,1,0,0,0,0,75900
2018,15,0,70,0,1,0,0,0,1,100600
2018,15,1,78,0,1,0,0,0,0,28300
2018,15,0,45,0,1,0,0,0,0,24000
2018,15,0,41,0,1,0,0,0,0,36000
2018,15,1,37,0,1,0,0,0,0,31800
2018,15,1,56,0,1,0,0,0,0,16000
2018,15,1,61,0,1,0,0,0,0,0
2018,15,1,47,0,1,0,0,0,0,52000
2018,15,0,52,0,1,0,0,0,1,53000
2018,15,1,22,0,0,0,0,1,0,1400
2018,15,0,23,0,0,0,0,1,0,24800
2018,15,0,36,1,0,0,0,1,0,3000
2018,15,1,35,1,0,0,0,1,1,45000
2018,15,0,60,0,0,0,1,0,0,39100
2018,15,1,45,0,1,0,1,0,0,4400
2018,15,0,55,0,0,0,0,1,1,136560
2018,15,1,68,0,1,0,1,1,0,20900
2018,15,1,49,0,1,0,1,1,0,18800
2018,15,0,27,0,1,0,1,1,0,18700
2018,15,1,26,0,1,0,1,1,0,45000
2018,15,1,40,0,0,0,0,1,1,78000
2018,15,0,42,0,0,0,0,1,1,53000
2018,15,1,22,0,0,0,0,1,0,24200
2018,15,1,20,0,0,0,0,1,0,46000
2018,15,0,22,0,0,0,0,1,1,6000
2018,15,0,22,0,0,0,0,1,0,2000
2018,15,0,21,1,0,0,0,0,0,35000
2018,15,1,71,0,1,0,0,0,1,27700
2018,15,0,51,0,1,0,0,0,0,39220
2018,15,1,52,0,1,0,0,0,1,19800
2018,15,0,16,0,1,0,0,0,0,0
2018,15,1,57,1,0,0,0,1,0,35000
2018,15,0,69,0,0,0,1,0,0,38000
2018,15,1,36,1,0,0,1,0,0,25000
2018,15,1,76,0,1,0,0,0,0,11530
2018,15,0,55,0,1,0,1,0,0,34800
2018,15,0,22,0,1,0,1,0,0,20000
2018,15,0,22,0,1,0,1,0,0,22400
2018,15,0,41,1,0,0,0,1,0,55000
2018,15,0,53,0,0,0,1,0,0,20000
2018,15,0,46,0,0,0,1,0,0,35000
2018,15,1,40,0,1,0,0,0,1,0
2018,15,0,43,0,1,0,0,0,1,130000
2018,15,1,35,1,1,0,0,1,0,60000
2018,15,0,42,0,0,0,1,0,0,30000
2018,15,0,23,0,0,0,0,1,0,32800
2018,15,0,69,0,1,0,0,0,0,26800
2018,15,1,63,0,1,0,1,1,0,15400
2018,15,0,56,0,0,0,0,1,1,78000
2018,15,1,60,1,1,0,0,0,0,0
2018,15,0,52,0,1,0,1,1,0,50000
2018,15,0,56,0,1,0,0,0,1,107000
2018,15,0,46,0,1,1,1,1,0,73000
2018,15,1,43,0,0,0,0,1,1,67000
2018,15,0,69,0,1,0,1,1,0,79400
2018,15,1,68,0,1,0,1,1,0,19600
2018,15,0,36,0,1,0,1,1,0,0
2018,15,0,66,0,1,0,1,1,0,14400
2018,15,0,57,0,1,0,1,1,0,0
2018,15,0,48,0,1,0,0,0,1,125000
2018,15,1,47,0,1,0,0,0,1,127000
2018,15,0,16,0,1,0,0,0,0,0
2018,15,1,76,0,1,0,0,0,0,0
2018,15,0,47,0,1,0,0,0,0,5700
2018,15,1,54,0,0,0,1,0,1,45000
2018,15,0,20,0,1,0,1,0,0,0
2018,15,1,26,1,0,1,0,0,0,50000
2018,15,0,34,0,0,0,0,1,0,50000
2018,15,1,54,0,1,0,0,0,1,375000
2018,15,0,67,0,1,0,0,1,0,41500
2018,15,1,64,0,1,0,0,0,1,35900
2018,15,1,30,0,1,0,0,0,1,48000
2018,15,1,47,0,1,0,0,1,0,185000
2018,15,0,48,1,1,0,1,1,0,0
2018,15,1,18,1,1,0,1,1,0,900
2018,15,0,82,0,1,0,0,0,0,82200
2018,15,1,78,0,1,0,0,1,1,23600
2018,15,0,76,0,0,0,0,1,1,226300
2018,15,0,24,0,1,0,0,0,1,20100
2018,15,1,24,0,1,0,0,0,0,20000
2018,15,0,38,0,0,0,0,1,1,40000
2018,15,1,35,0,1,0,0,0,1,60000
2018,15,0,41,1,0,0,0,1,0,85000
2018,15,0,61,0,0,0,0,1,0,75000
2018,15,1,48,0,0,0,1,0,0,120000
2018,15,0,87,0,0,0,1,0,0,35800
2018,15,1,80,0,0,0,1,0,0,0
2018,15,1,29,0,0,0,1,0,0,0
2018,15,0,64,0,0,0,0,1,0,5000
2018,15,0,40,0,0,0,0,1,0,98000
2018,15,0,42,0,0,0,0,1,0,60000
2018,15,1,40,0,0,0,0,1,1,36000
2018,15,1,30,0,0,0,0,1,0,52000
2018,15,0,71,0,0,0,1,0,0,7200
2018,15,1,56,0,1,0,0,0,0,43000
2018,15,0,57,0,1,0,1,1,0,80000
2018,15,0,20,0,1,0,1,1,0,0
2018,15,1,83,0,1,0,0,0,0,22200
2018,15,1,15,0,1,0,1,1,0,0
2018,15,0,23,0,0,0,0,1,1,70000
2018,15,1,24,0,0,0,0,1,1,45000
2018,15,1,35,1,1,0,0,0,0,40000
2018,15,0,35,0,1,0,1,0,0,68000
2018,15,1,17,1,1,0,1,0,0,0
2018,15,1,62,0,1,0,0,0,0,10220
2018,15,0,36,0,1,0,1,0,0,13500
2018,15,1,91,0,1,0,0,0,0,22200
2018,15,0,26,0,1,0,0,1,0,22200
2018,15,1,23,0,0,0,0,1,0,28800
2018,15,0,71,0,1,0,0,0,1,19600
2018,15,1,71,0,1,0,0,0,1,43600
2018,15,1,44,0,0,0,0,0,0,12000
2018,15,1,54,0,0,0,0,1,1,667000
2018,15,1,17,0,0,0,0,1,0,300
2018,15,0,42,0,0,0,0,1,0,20000
2018,15,1,25,0,0,0,1,1,0,19400
2018,15,0,23,0,1,0,0,1,0,230
2018,15,0,64,0,0,0,1,0,0,6000
2018,15,1,56,0,1,0,0,0,0,0
2018,15,0,43,0,0,0,0,1,1,417000
2018,15,1,45,0,0,0,0,1,0,0
2018,15,1,57,0,1,0,1,1,1,26000
2018,15,0,50,0,1,0,0,0,0,55000
2018,15,1,28,0,1,0,1,1,0,4000
2018,15,1,80,0,1,0,1,0,0,13200
2018,15,0,24,0,0,0,0,1,0,36600
2018,15,1,28,0,0,0,0,1,0,11800
2018,15,1,59,0,1,0,0,0,0,42000
2018,15,0,59,1,0,0,0,1,0,31200
2018,15,1,42,1,0,0,0,1,1,65100
2018,15,0,47,0,1,0,0,0,0,35000
2018,15,0,76,0,1,0,0,0,1,10800
2018,15,1,75,0,1,0,0,0,0,13800
2018,15,0,69,0,1,0,0,0,0,20800
2018,15,1,67,0,1,0,0,0,0,5700
2018,15,0,38,0,1,0,0,0,0,21800
2018,15,1,37,0,1,0,0,0,1,56000
2018,15,0,69,0,1,0,0,0,0,1e+05
2018,15,0,26,0,0,0,0,1,1,60000
2018,15,1,26,0,0,0,1,0,0,26500
2018,15,1,34,0,1,0,0,0,1,1e+05
2018,15,0,27,0,1,0,1,1,1,80000
2018,15,0,68,0,1,0,0,0,0,36000
2018,15,0,21,0,1,0,0,0,0,19000
2018,15,1,31,0,0,1,0,1,1,20000
2018,15,0,33,0,0,0,0,1,1,78200
2018,15,1,67,0,1,0,0,0,1,37900
2018,15,0,70,0,1,0,0,0,1,94300
2018,15,0,40,0,1,0,0,0,1,190000
2018,15,1,37,0,1,0,0,0,1,403000
2018,15,0,53,0,0,0,0,1,0,105000
2018,15,1,62,0,0,0,0,1,0,60000
2018,15,0,33,0,0,0,0,1,0,10000
2018,15,0,26,0,0,0,1,0,0,31200
2018,15,1,27,0,0,0,1,0,0,7400
2018,15,1,40,0,1,0,0,0,0,43700
2018,15,0,41,0,1,0,0,0,0,10000
2018,15,1,22,0,1,0,0,0,0,12600
2018,15,0,19,0,1,0,0,0,0,1800
2018,15,1,56,0,0,0,0,1,0,51000
2018,15,0,25,1,0,1,1,0,1,0
2018,15,1,41,0,0,1,1,0,0,0
2018,15,1,71,0,1,0,0,0,1,38200
2018,15,0,70,0,0,0,0,1,1,192000
2018,15,1,76,0,0,0,0,1,1,41600
2018,15,1,74,1,0,0,0,1,0,9000
2018,15,1,61,0,1,0,0,0,1,49800
2018,15,1,28,0,1,0,0,0,0,35000
2018,15,1,67,0,1,0,0,0,0,17500
2018,15,0,49,0,0,0,0,1,1,105000
2018,15,0,62,0,1,0,0,0,0,42000
2018,15,0,65,0,1,0,0,0,0,40000
2018,15,1,88,0,1,0,0,0,0,8600
2018,15,0,67,0,1,0,0,0,1,42000
2018,15,1,49,1,0,0,1,0,0,36000
2018,15,0,27,1,0,0,1,0,0,800
2018,15,0,70,0,0,0,0,1,1,14000
2018,15,0,75,0,1,0,0,0,0,33600
2018,15,1,73,0,0,0,1,0,1,5000
2018,15,0,52,0,1,0,1,0,0,23300
2018,15,0,75,0,0,0,1,0,1,17500
2018,15,1,71,0,0,0,0,1,1,38400
2018,15,1,66,0,1,0,1,1,0,1600
2018,15,1,45,0,1,0,1,1,0,17000
2018,15,1,19,0,1,0,1,1,0,0
2018,15,0,30,0,0,0,0,1,1,91200
2018,15,1,34,1,0,0,0,1,1,0
2018,15,1,47,0,1,0,1,0,0,53000
2018,15,1,57,0,0,0,0,1,1,62500
2018,15,1,17,0,0,0,0,1,0,0
2018,15,0,42,0,0,1,0,0,0,110000
2018,15,1,40,0,0,0,0,1,0,57800
2018,15,0,16,0,0,1,0,1,0,0
2018,15,1,39,0,0,0,1,0,0,20000
2018,15,0,16,0,0,0,1,0,0,0
2018,15,0,81,0,0,0,0,1,0,86100
2018,15,1,80,0,0,0,1,0,0,14100
2018,15,0,59,0,0,0,1,1,0,0
2018,15,0,47,0,0,0,1,1,0,5000
2018,15,0,60,0,0,0,1,0,0,24000
2018,15,1,66,0,0,0,1,0,0,22000
2018,15,0,65,0,0,0,1,1,1,21000
2018,15,1,96,0,0,0,1,1,1,42300
2018,15,1,60,0,0,0,1,1,1,428000
2018,15,0,30,0,0,0,0,1,0,69000
2018,15,1,28,0,0,0,0,1,0,50000
2018,15,1,55,0,0,0,0,1,1,45000
2018,15,1,42,0,1,0,1,1,0,51000
2018,15,0,61,0,0,0,0,1,0,35000
2018,15,1,61,0,0,0,0,1,0,0
2018,15,1,31,0,0,0,0,1,1,80000
2018,15,0,32,0,0,0,0,1,0,30000
2018,15,1,39,0,0,0,0,1,1,60000
2018,15,1,60,0,0,0,0,1,0,26700
2018,15,0,50,0,0,0,0,1,0,50000
2018,15,1,36,0,0,0,0,1,1,35000
2018,15,0,35,1,1,0,1,1,0,25000
2018,15,0,33,0,0,0,0,1,1,28400
2018,15,0,36,0,1,0,1,0,0,60000
2018,15,1,35,0,1,0,0,0,1,60000
2018,15,0,50,0,0,0,0,1,0,45000
2018,15,1,73,0,0,0,0,1,0,28200
2018,15,1,28,0,1,0,1,1,1,55000
2018,15,1,66,0,0,0,1,0,0,28100
2018,15,0,74,0,0,0,1,0,0,11200
2018,15,0,26,0,0,0,0,1,0,11000
2018,15,1,50,0,0,0,0,1,1,39400
2018,15,1,21,0,0,0,0,1,0,1400
2018,15,1,54,0,0,0,0,1,1,95000
2018,15,1,63,0,0,0,0,1,1,121000
2018,15,0,27,0,1,0,0,0,1,28000
2018,15,1,57,0,1,0,0,0,0,7000
2018,15,1,56,0,1,0,0,0,1,0
2018,15,0,56,0,1,0,1,0,0,47000
2018,15,0,15,0,0,0,1,0,0,0
2018,15,0,15,0,0,0,1,0,0,0
2018,15,1,74,0,1,0,0,0,0,12000
2018,15,0,80,0,1,0,0,0,0,16000
2018,15,1,48,0,1,0,0,0,1,20000
2018,15,1,47,0,1,0,0,0,0,14400
2018,15,0,38,0,1,0,0,0,1,1e+05
2018,15,0,89,0,1,0,0,0,0,41100
2018,15,0,66,0,0,0,0,1,1,444000
2018,15,1,73,0,0,0,0,1,0,13200
2018,15,1,71,0,0,0,0,1,1,44300
2018,15,0,78,0,0,0,0,1,1,116000
2018,15,1,65,0,1,0,0,0,0,30210
2018,15,1,29,0,1,0,0,0,0,19000
2018,15,1,54,0,1,0,0,0,0,35000
2018,15,0,59,0,1,0,0,0,0,20000
2018,15,1,48,0,0,0,1,0,0,51000
2018,15,0,51,0,0,0,1,0,0,75000
2018,15,1,26,0,0,0,1,0,0,35000
2018,15,0,72,0,0,0,1,0,0,38600
2018,15,1,31,0,0,0,0,1,0,45000
2018,15,0,31,0,0,0,0,1,0,45000
2018,15,1,50,0,1,0,0,1,0,9000
2018,15,0,51,0,1,0,0,0,0,137000
2018,15,1,26,0,1,0,0,1,0,12000
2018,15,0,52,1,0,0,0,0,0,34000
2018,15,1,46,1,0,0,0,0,0,110000
2018,15,0,74,0,1,0,0,0,0,10400
2018,15,1,70,0,1,0,0,0,0,71800
2018,15,0,50,0,1,0,0,0,1,77200
2018,15,1,49,0,1,0,0,0,1,125000
2018,15,1,21,0,1,0,0,0,0,0
2018,15,0,17,0,1,0,0,0,0,0
2018,15,0,52,0,0,0,0,1,0,75000
2018,15,1,64,0,1,0,1,0,0,57000
2018,15,0,64,0,1,0,1,0,0,26100
2018,15,1,45,0,1,0,1,0,0,45900
2018,15,1,70,0,1,0,0,0,0,14000
2018,15,1,51,0,0,0,1,0,0,600
2018,15,0,25,0,0,0,1,0,0,95000
2018,15,1,27,0,0,0,1,0,0,0
2018,15,1,33,0,0,0,0,1,0,19000
2018,15,1,28,0,0,0,0,1,0,30000
2018,15,0,48,0,0,0,0,1,0,118000
2018,15,1,46,0,0,0,1,1,0,7000
2018,15,1,19,0,0,0,1,1,0,5000
2018,15,0,19,0,0,0,1,1,0,6000
2018,15,1,37,0,0,0,0,1,1,10000
2018,15,0,58,1,0,0,0,0,1,78000
2018,15,0,62,0,1,0,1,1,0,30000
2018,15,1,51,0,0,0,1,1,0,40000
2018,15,1,15,0,1,0,1,1,0,0
2018,15,0,88,0,1,0,1,0,0,15600
2018,15,1,81,0,0,0,1,1,1,11000
2018,15,0,73,0,1,0,0,0,0,19200
2018,15,1,62,0,1,0,0,0,0,2200
2018,15,1,64,0,0,0,0,1,0,24100
2018,15,1,75,0,1,0,0,0,1,25700
2018,15,0,75,0,1,0,0,0,0,16900
2018,15,1,76,0,1,0,0,0,1,45600
2018,15,0,58,0,0,0,0,1,1,157000
2018,15,1,54,0,1,0,0,0,1,61000
2018,15,1,96,0,0,0,0,1,0,47200
2018,15,0,74,0,0,0,0,1,0,37200
2018,15,1,34,0,0,0,0,1,1,59000
2018,15,1,61,0,1,0,0,0,1,79000
2018,15,0,64,0,1,0,0,1,1,27000
2018,15,1,36,0,1,0,0,1,1,84000
2018,15,0,37,0,1,0,0,0,1,1e+05
2018,15,0,77,0,0,0,0,1,1,5000
2018,15,1,76,0,0,0,0,1,0,20290
2018,15,0,33,0,1,0,0,0,1,96000
2018,15,1,32,0,1,0,0,0,1,52000
2018,15,1,66,0,0,0,1,1,1,9600
2018,15,0,65,0,1,0,1,1,0,18500
2018,15,0,40,0,1,0,1,1,0,50000
2018,15,0,40,1,0,0,0,1,0,60000
2018,15,1,37,1,1,0,0,1,0,40000
2018,15,1,66,1,0,0,0,1,0,20400
2018,15,0,47,0,0,0,0,1,1,85000
2018,15,1,40,0,1,0,0,1,0,47000
2018,15,1,15,0,1,0,0,1,0,0
2018,15,1,66,1,1,0,0,0,1,13910
2018,15,1,37,0,1,0,0,0,1,120400
2018,15,1,73,0,0,0,0,1,1,69600
2018,15,0,52,1,0,0,0,1,1,44200
2018,15,1,47,0,0,0,0,1,1,50000
2018,15,0,66,0,0,0,1,0,0,4700
2018,15,1,24,0,0,0,1,0,0,28000
2018,15,0,64,0,0,0,0,1,0,80000
2018,15,1,63,0,0,0,1,0,0,0
2018,15,1,44,0,1,0,0,0,0,28800
2018,15,0,54,0,1,0,0,0,0,26400
2018,15,0,16,0,1,0,0,0,0,0
2018,15,0,65,0,0,0,0,1,1,24000
2018,15,1,35,0,1,0,0,1,1,13000
2018,15,0,25,0,0,0,0,1,1,15000
2018,15,0,34,0,0,0,0,1,0,12000
2018,15,1,25,0,0,0,0,1,0,12000
2018,15,1,37,1,1,0,1,0,0,63000
2018,15,0,36,0,0,0,1,0,0,8000
2018,15,0,44,0,1,0,0,0,1,79000
2018,15,1,43,0,1,0,0,0,1,51000
2018,15,1,36,0,1,0,1,1,0,3700
2018,15,0,29,0,1,0,1,0,0,39800
2018,15,0,16,1,1,0,1,0,0,0
2018,15,0,50,1,0,0,1,0,0,58000
2018,15,1,46,0,1,0,1,0,0,15000
2018,15,1,47,0,1,0,1,1,1,107000
2018,15,0,48,0,1,0,0,0,1,80000
2018,15,1,85,0,1,0,0,0,0,26000
2018,15,0,80,0,1,0,0,0,0,86200
2018,15,1,81,0,1,0,0,0,0,4000
2018,15,1,55,0,1,0,0,0,0,24000
2018,15,0,52,0,1,0,0,0,0,25000
2018,15,1,46,0,1,0,0,0,0,15000
2018,15,1,43,0,1,0,0,0,0,0
2018,15,0,16,0,1,0,0,0,0,0
2018,15,0,58,0,1,0,0,0,1,135000
2018,15,0,35,0,1,0,0,0,0,121500
2018,15,1,68,0,0,0,0,1,1,24400
2018,15,0,67,0,0,0,0,1,0,58000
2018,15,0,79,0,0,0,0,1,0,441300
2018,15,1,64,0,0,0,0,1,0,11400
2018,15,0,76,0,1,0,0,0,0,30000
2018,15,1,76,0,1,0,0,0,1,37600
2018,15,1,58,0,1,0,0,0,0,14000
2018,15,1,27,1,0,0,0,0,1,10100
2018,15,0,84,0,1,0,0,0,1,123100
2018,15,1,75,0,1,0,0,0,0,0
2018,15,1,42,0,0,0,0,1,0,0
2018,15,0,49,0,1,0,0,0,1,403000
2018,15,0,65,0,0,0,1,0,0,23000
2018,15,0,69,0,1,0,0,0,0,5200
2018,15,1,50,0,1,0,0,0,1,67000
2018,15,0,19,0,1,0,0,0,0,0
2018,15,1,29,0,1,0,0,0,0,52000
2018,15,0,50,0,1,0,0,0,0,20000
2018,15,0,32,0,1,0,0,0,1,55000
2018,15,1,62,0,1,0,0,0,1,158300
2018,15,0,60,0,0,0,0,1,1,179000
2018,15,1,53,0,0,0,0,1,1,97000
2018,15,0,53,0,0,0,0,1,1,1e+05
2018,15,0,84,0,0,0,0,1,1,46000
2018,15,1,78,0,0,0,0,1,1,18000
2018,15,1,62,0,0,0,0,1,1,12000
2018,15,0,52,0,1,0,0,0,0,52000
2018,15,1,51,0,1,0,0,0,0,40000
2018,15,0,16,0,1,0,0,0,0,0
2018,15,0,69,0,1,0,0,0,0,38400
2018,15,1,43,0,1,0,0,0,1,15000
2018,15,0,41,0,1,0,0,0,1,35000
2018,15,0,71,0,1,0,0,0,1,25250
2018,15,1,72,0,1,0,0,0,0,18750
2018,15,1,70,0,0,0,0,1,0,16200
2018,15,0,56,1,0,0,0,0,0,1200
2018,15,1,65,0,0,0,0,1,0,60000
2018,15,0,64,0,0,0,0,1,0,3200
2018,15,1,58,0,0,0,0,1,0,79020
2018,15,0,59,0,0,0,0,1,0,0
2018,15,1,26,0,0,0,0,1,0,10910
2018,15,1,77,0,0,0,0,1,0,12600
2018,15,1,30,0,1,0,0,0,1,75000
2018,15,0,29,0,1,0,0,0,0,3000
2018,15,0,66,0,0,0,0,1,0,89000
2018,15,1,66,0,0,0,0,1,0,18700
2018,15,1,39,0,0,1,0,0,0,35100
2018,15,1,35,0,0,1,0,0,0,12000
2018,15,0,16,0,0,1,0,0,0,0
2018,15,1,60,1,0,0,1,0,0,35000
2018,15,1,50,0,1,0,0,0,1,108400
2018,15,0,61,0,0,0,0,1,1,28800
2018,15,0,17,0,1,0,0,1,0,0
2018,15,0,38,0,1,0,1,0,1,67050
2018,15,0,71,0,1,0,1,0,0,69600
2018,15,1,66,0,1,0,0,0,0,20000
2018,15,0,77,0,1,0,0,0,1,87200
2018,15,1,77,0,1,0,0,0,1,18500
2018,15,0,48,0,1,0,0,0,0,104000
2018,15,1,39,0,1,0,0,0,1,127000
2018,15,1,68,0,1,0,0,0,1,60000
2018,15,1,96,0,1,0,0,0,0,21300
2018,15,0,65,0,0,0,0,1,0,50400
2018,15,1,58,0,1,0,0,0,0,34000
2018,15,0,54,0,1,0,0,0,1,9200
2018,15,0,20,0,1,0,1,1,0,11500
2018,15,0,68,0,0,0,0,1,1,12000
2018,15,0,35,0,0,0,0,1,0,80000
2018,15,1,35,0,0,0,0,1,0,0
2018,15,1,42,0,0,0,0,1,1,9900
2018,15,0,41,0,0,0,0,1,1,71000
2018,15,0,42,0,0,0,0,1,1,105000
2018,15,1,42,0,0,0,0,1,1,73000
2018,15,0,18,0,0,0,0,1,0,10000
2018,15,1,15,0,0,0,0,1,0,0
2018,15,1,60,0,1,0,0,0,0,82000
2018,15,0,60,0,1,0,0,0,1,90000
2018,15,1,31,0,1,0,0,0,0,40000
2018,15,1,42,0,1,0,0,1,1,196500
2018,15,0,54,0,1,0,1,1,0,128800
2018,15,1,34,0,0,0,0,1,1,22420
2018,15,0,35,0,0,0,1,0,0,19200
2018,15,1,82,0,0,0,0,1,1,29900
2018,15,0,86,0,0,0,0,1,1,12950
2018,15,1,68,1,1,0,0,0,0,103100
2018,15,0,69,1,1,0,1,0,0,19000
2018,15,0,49,0,1,0,0,1,1,65000
2018,15,1,87,0,1,0,0,0,0,33200
2018,15,1,45,0,1,0,0,0,1,58000
2018,15,0,28,0,1,0,0,0,0,31000
2018,15,0,51,0,1,0,0,0,1,35000
2018,15,1,50,0,1,0,0,0,1,28000
2018,15,1,31,0,1,0,0,0,1,120000
2018,15,0,31,0,1,0,0,0,1,55000
2018,15,1,60,0,0,0,0,1,0,20000
2018,15,1,53,0,0,0,0,1,0,32000
2018,15,1,84,0,0,0,1,0,1,33000
2018,15,0,90,0,0,0,1,0,0,33600
2018,15,1,53,0,0,0,1,0,0,0
2018,15,1,17,0,0,0,1,0,0,0
2018,15,0,54,0,0,0,1,0,0,110000
2018,15,1,66,0,0,0,0,1,0,4800
2018,15,0,65,0,1,0,0,0,1,159900
2018,15,1,73,0,0,0,1,0,0,24000
2018,15,1,25,0,0,0,1,0,0,48000
2018,15,1,16,0,0,0,1,0,0,7200
2018,15,0,63,0,0,0,0,1,0,764000
2018,15,1,61,0,0,0,0,1,0,7300
2018,15,1,49,0,1,0,0,0,0,0
2018,15,1,15,0,1,0,0,1,0,0
2018,15,0,62,0,0,0,0,1,0,55100
2018,15,1,25,1,0,0,0,0,0,30000
2018,15,0,29,0,0,0,0,1,1,123200
2018,15,1,28,1,0,0,0,1,1,22800
2018,15,0,41,1,0,0,1,0,0,4
2018,15,1,29,0,1,0,0,1,1,9000
2018,15,0,35,0,1,0,1,1,0,120000
2018,15,0,47,0,0,0,0,1,1,18900
2018,15,1,37,0,0,0,0,1,1,33000
2018,15,0,44,0,0,0,0,1,0,20000
2018,15,0,59,0,1,0,0,0,0,62000
2018,15,1,46,0,1,0,0,0,0,28000
2018,15,1,17,0,1,0,0,0,0,2500
2018,15,0,23,0,1,0,0,0,0,28800
2018,15,0,63,0,1,0,0,0,0,36560
2018,15,0,15,0,1,0,0,0,0,9600
2018,15,0,61,0,1,0,0,0,0,17400
2018,15,0,58,0,1,0,0,0,0,15000
2018,15,0,54,0,1,0,0,0,0,20000
2018,15,1,57,0,1,0,0,0,0,13000
2018,15,1,57,0,1,0,0,0,0,15000
2018,15,1,55,0,1,0,0,0,0,16000
2018,15,1,27,0,1,0,0,0,0,25000
2018,15,1,23,0,1,0,0,0,0,25000
2018,15,0,20,0,1,0,0,0,0,8700
2018,15,0,20,0,1,0,0,0,0,25000
2018,15,1,48,0,1,0,0,0,0,32000
