YEAR,STATEFIP,FEMALE,AGE,HISPANIC,ASIAN,BLACK,PACIFICISLANDER,WHITE,COLLEGE,INCOME
2018,15,1,23,0,1,0,1,1,0,10000
2018,15,0,16,0,1,0,1,1,0,380
2018,15,1,28,0,1,0,0,0,1,72100
2018,15,0,31,0,1,0,1,1,0,92000
2018,15,1,56,0,1,0,0,0,0,49000
2018,15,0,34,1,1,0,0,0,0,35000
2018,15,1,34,1,1,0,0,0,1,36000
2018,15,0,65,0,0,0,0,1,0,43200
2018,15,1,59,1,0,0,0,1,0,56000
2018,15,0,63,0,0,0,0,1,0,21600
2018,15,1,85,0,1,0,0,0,0,24000
2018,15,0,62,0,1,0,0,0,0,13000
2018,15,0,64,0,1,0,0,1,0,20500
2018,15,0,54,0,1,0,1,0,0,7800
2018,15,1,50,0,0,0,0,1,1,13000
2018,15,0,34,0,0,0,0,1,0,38400
2018,15,1,34,0,0,0,0,1,1,32400
2018,15,0,74,0,0,0,0,1,1,17000
2018,15,1,71,0,0,0,0,1,1,118000
2018,15,1,57,0,1,0,0,0,0,17300
2018,15,0,53,0,0,0,1,1,1,85000
2018,15,0,20,0,0,0,1,0,0,23900
2018,15,1,32,0,1,0,0,1,1,6000
2018,15,0,36,0,1,0,1,0,1,24000
2018,15,0,74,0,1,0,0,0,1,159300
2018,15,1,66,0,1,0,0,0,1,14400
2018,15,0,39,0,1,0,0,0,0,12500
2018,15,1,45,0,1,0,0,0,0,0
2018,15,1,27,0,1,0,0,0,0,70000
2018,15,0,50,0,0,0,1,0,0,24000
2018,15,0,69,0,0,0,0,1,0,18000
2018,15,1,90,0,1,0,0,0,0,24600
2018,15,0,50,0,0,0,0,1,1,8000
2018,15,1,45,0,0,0,0,1,0,13000
2018,15,0,59,0,1,0,0,0,0,32500
2018,15,1,58,0,1,0,0,0,1,0
2018,15,1,48,0,1,0,1,1,1,1e+05
2018,15,0,47,0,1,0,1,1,0,1e+05
2018,15,0,17,0,1,0,1,1,0,200
2018,15,0,60,0,0,0,1,0,1,40000
2018,15,1,49,0,0,0,1,0,0,24000
2018,15,1,28,0,0,0,1,0,1,10000
2018,15,1,74,0,0,0,1,0,0,19400
2018,15,0,28,0,0,0,1,0,1,30000
2018,15,1,71,0,0,0,0,1,0,12210
2018,15,1,23,1,0,0,0,0,0,33800
2018,15,1,77,0,1,0,0,0,0,18100
2018,15,0,84,0,1,0,0,0,0,21300
2018,15,0,51,0,1,0,0,0,1,25000
2018,15,0,24,0,0,1,0,0,0,22500
2018,15,1,24,0,0,1,0,0,0,3500
2018,15,0,63,0,0,0,0,1,1,26900
2018,15,1,70,0,0,0,0,1,0,35200
2018,15,0,85,0,1,0,0,0,0,34300
2018,15,0,55,0,1,0,0,0,1,15000
2018,15,0,67,0,0,0,1,0,1,162000
2018,15,0,47,0,1,0,0,0,0,75000
2018,15,1,44,0,1,0,0,0,0,73000
2018,15,0,17,0,1,0,0,0,0,11000
2018,15,0,52,0,1,0,0,0,1,80000
2018,15,0,42,0,1,0,0,0,0,38400
2018,15,0,74,0,1,0,0,0,0,29300
2018,15,1,69,0,1,0,0,0,0,0
2018,15,1,51,0,1,0,0,0,0,55000
2018,15,1,45,0,1,0,0,0,1,25000
2018,15,1,20,0,1,0,0,0,0,10600
2018,15,0,15,0,1,0,0,0,0,0
2018,15,0,35,0,0,0,0,1,0,60000
2018,15,0,43,0,0,0,1,0,0,70000
2018,15,0,31,0,0,0,0,1,1,43000
2018,15,1,75,0,1,0,0,0,0,11400
2018,15,1,33,0,1,0,1,0,0,21020
2018,15,1,33,0,0,0,0,1,0,15000
2018,15,1,24,0,1,0,1,0,0,13000
2018,15,0,15,0,1,0,0,1,0,0
2018,15,1,57,0,1,0,0,0,0,35000
2018,15,0,74,0,1,0,0,0,1,11300
2018,15,0,27,0,1,0,0,0,0,40000
2018,15,0,55,0,1,0,0,0,0,33000
2018,15,1,51,0,1,0,0,0,0,38000
2018,15,0,25,0,1,0,0,0,0,30000
2018,15,1,57,0,0,0,1,0,0,30000
2018,15,0,50,0,1,0,1,0,0,15200
2018,15,1,41,0,0,0,1,0,0,25000
2018,15,0,28,0,0,0,1,0,0,1200
2018,15,1,19,0,0,0,1,0,0,0
2018,15,1,57,0,0,0,1,0,0,72000
2018,15,0,52,0,0,0,1,0,0,11800
2018,15,0,30,0,0,0,1,0,0,33300
2018,15,1,23,0,1,0,0,0,1,20000
2018,15,0,71,0,1,0,0,0,0,27600
2018,15,1,51,0,1,0,0,1,1,87000
2018,15,0,64,0,1,0,1,1,1,147000
2018,15,0,18,0,1,0,1,1,0,10200
2018,15,1,85,0,0,0,1,0,0,3100
2018,15,0,23,0,0,0,0,1,0,25100
2018,15,1,24,0,0,1,0,1,0,25100
2018,15,0,80,0,1,0,0,0,0,67500
2018,15,1,79,0,1,0,0,0,0,18400
2018,15,0,50,0,1,0,0,0,1,36500
2018,15,0,81,0,1,0,0,0,1,49600
2018,15,1,80,0,1,0,0,0,1,52300
2018,15,1,49,0,1,0,0,0,1,60000
2018,15,1,63,0,1,0,1,0,0,19200
2018,15,0,69,0,0,0,1,0,0,174030
2018,15,0,79,0,1,0,0,0,0,28000
2018,15,1,74,0,1,0,0,0,0,19000
2018,15,1,80,0,1,0,0,0,1,10860
2018,15,1,63,0,0,0,1,0,0,9300
2018,15,0,24,0,0,0,0,1,0,24000
2018,15,0,25,0,1,0,0,0,0,50000
2018,15,0,34,0,1,0,0,1,1,50000
2018,15,1,31,0,1,0,0,0,1,60000
2018,15,0,57,0,1,0,0,0,0,30000
2018,15,1,45,1,1,0,1,1,0,17500
2018,15,0,52,1,1,0,0,1,0,1e+05
2018,15,0,39,1,0,0,0,1,1,151000
2018,15,1,37,0,0,0,0,1,0,26000
2018,15,0,33,0,0,0,1,1,0,60000
2018,15,0,24,0,1,0,0,1,1,30000
2018,15,1,57,0,0,0,0,1,0,22000
2018,15,0,18,0,0,0,0,1,0,10000
2018,15,0,58,0,0,0,0,1,1,107300
2018,15,1,62,0,0,0,0,1,0,6700
2018,15,0,40,0,0,0,0,1,1,55000
2018,15,1,37,0,1,0,0,0,1,49000
2018,15,1,34,0,0,0,1,1,0,73000
2018,15,0,41,0,1,0,1,1,0,12000
2018,15,0,30,0,0,0,0,1,1,72000
2018,15,1,29,0,0,0,0,1,0,33000
2018,15,0,70,0,0,0,0,1,1,31400
2018,15,1,70,0,1,0,0,0,0,18000
2018,15,1,24,0,1,0,0,0,0,2800
2018,15,1,76,0,1,0,0,0,0,7700
2018,15,1,65,0,1,0,0,0,0,0
2018,15,0,31,0,1,0,0,0,0,2000
2018,15,1,67,0,0,0,0,1,0,30400
2018,15,0,80,0,1,0,0,0,0,52700
2018,15,1,81,0,1,0,0,0,0,11300
2018,15,0,50,0,1,0,0,0,0,0
2018,15,1,35,0,1,0,0,0,0,0
2018,15,0,36,0,1,0,0,0,0,106000
2018,15,0,85,0,0,0,1,0,0,52400
2018,15,1,86,0,1,0,0,0,0,8700
2018,15,1,34,1,1,0,0,0,0,36000
2018,15,0,34,0,1,0,1,0,0,36000
2018,15,0,60,0,0,0,1,0,0,30000
2018,15,1,60,0,0,0,1,0,0,30000
2018,15,1,42,0,1,0,0,0,1,110000
2018,15,0,43,0,1,0,0,0,0,35000
2018,15,0,46,0,1,0,0,0,1,72000
2018,15,1,44,0,1,0,0,0,1,75000
2018,15,0,16,0,1,0,0,0,0,0
2018,15,0,51,0,0,1,0,1,1,151500
2018,15,1,15,0,1,1,1,1,0,0
2018,15,1,36,0,1,0,0,1,1,58000
2018,15,1,43,0,1,0,1,0,0,18000
2018,15,0,46,0,1,0,1,1,0,72500
2018,15,1,54,1,1,0,1,0,0,9600
2018,15,1,43,1,0,0,1,1,0,29900
2018,15,0,40,1,0,1,1,0,0,0
2018,15,1,19,1,1,0,1,1,0,0
2018,15,0,16,1,0,0,1,1,0,0
2018,15,1,60,0,0,0,0,1,1,51800
2018,15,0,69,0,0,0,0,1,1,110310
2018,15,1,67,0,0,0,0,1,0,6800
2018,15,0,62,0,1,0,1,0,0,65900
2018,15,1,59,0,1,0,1,1,1,78000
2018,15,0,60,0,0,0,1,0,0,5000
2018,15,1,47,0,0,0,1,0,0,29000
2018,15,0,18,0,0,0,1,0,0,0
2018,15,0,16,0,0,0,1,0,0,0
2018,15,0,29,0,1,0,0,0,1,71020
2018,15,1,82,0,1,0,0,0,0,18900
2018,15,0,73,0,1,0,0,0,1,46630
2018,15,1,71,0,1,0,0,0,0,31830
2018,15,0,60,0,1,0,0,0,0,75600
2018,15,1,65,0,1,0,0,0,1,42200
2018,15,0,24,0,1,0,0,0,0,13000
2018,15,0,71,0,0,0,0,1,0,59500
2018,15,1,41,0,1,0,0,0,0,12000
2018,15,1,51,0,0,0,0,1,1,186000
2018,15,0,54,0,0,0,0,1,0,0
2018,15,0,60,0,0,0,1,0,1,9000
2018,15,0,15,0,0,0,1,0,0,0
2018,15,0,69,0,1,0,0,0,1,920
2018,15,1,45,0,1,0,0,1,1,115000
2018,15,0,18,0,1,1,0,1,0,0
2018,15,1,80,0,1,0,0,0,0,50700
2018,15,1,54,0,1,0,0,0,0,40000
2018,15,0,56,0,1,0,0,0,0,90000
2018,15,1,23,0,1,0,0,0,1,30000
2018,15,1,59,0,0,0,1,0,1,20000
2018,15,0,56,0,0,0,0,1,1,51000
2018,15,0,56,0,0,0,1,0,1,80000
2018,15,1,86,0,0,0,1,0,0,51300
2018,15,0,31,0,1,0,0,0,1,53000
2018,15,0,28,0,1,0,0,1,0,35000
2018,15,1,69,0,0,0,0,1,1,76800
2018,15,1,44,0,0,0,0,1,0,27800
2018,15,0,17,0,0,0,0,1,0,0
2018,15,0,80,0,1,0,0,0,0,46800
2018,15,0,30,1,0,0,0,1,1,40000
2018,15,1,26,0,0,0,0,1,1,45000
2018,15,0,66,0,1,0,0,0,1,273000
2018,15,1,67,0,1,0,0,0,0,253000
2018,15,1,28,0,1,0,0,0,1,23000
2018,15,1,33,0,1,0,0,1,1,0
2018,15,0,46,0,1,0,1,1,1,403000
2018,15,0,59,0,1,0,0,0,0,130000
2018,15,1,55,0,1,0,1,1,1,112000
2018,15,1,23,0,1,0,1,1,1,6000
2018,15,0,59,0,1,0,1,0,0,94000
2018,15,1,58,0,0,0,0,1,0,42100
2018,15,1,46,0,1,0,0,0,0,63300
2018,15,0,15,0,1,0,0,0,0,0
2018,15,1,75,0,1,0,0,0,0,24300
2018,15,0,68,0,0,0,0,1,0,55000
2018,15,1,23,0,0,0,0,1,0,60000
2018,15,0,35,0,0,0,0,1,0,0
2018,15,0,38,0,1,0,1,0,1,125000
2018,15,0,40,0,1,0,0,0,1,41000
2018,15,0,38,0,1,0,0,0,1,41000
2018,15,0,51,0,0,0,0,1,1,225000
2018,15,1,51,0,1,0,0,0,1,45000
2018,15,0,35,1,0,1,0,1,1,10000
2018,15,1,32,0,0,0,0,1,1,91000
2018,15,0,64,0,0,0,0,1,1,410000
2018,15,1,62,0,0,0,0,1,0,3200
2018,15,0,62,0,0,0,0,1,0,25600
2018,15,0,55,0,0,0,0,1,0,407000
2018,15,0,65,0,0,0,0,1,0,20000
2018,15,1,64,0,0,0,0,1,1,20000
2018,15,1,32,0,0,0,0,1,1,30000
2018,15,1,34,0,1,0,0,0,1,60000
2018,15,0,36,0,1,0,0,0,1,45000
2018,15,0,55,0,0,0,0,1,0,413000
2018,15,1,46,0,0,0,0,1,0,413000
2018,15,1,38,0,1,0,1,0,1,62000
2018,15,0,40,0,1,0,0,1,1,64000
2018,15,1,28,0,1,0,1,0,1,0
2018,15,1,68,0,1,0,0,0,1,8000
2018,15,0,32,0,1,0,0,1,1,50000
2018,15,0,31,0,0,0,0,1,0,7500
2018,15,1,30,0,0,0,0,1,1,30000
2018,15,1,60,0,0,0,1,0,1,52000
2018,15,0,33,1,0,0,1,1,1,90000
2018,15,1,58,0,0,0,1,0,1,2300
2018,15,1,69,0,0,0,0,1,0,22900
2018,15,0,68,0,1,0,1,1,0,18000
2018,15,1,23,1,0,0,0,1,0,15000
2018,15,1,24,1,0,0,0,1,1,15000
2018,15,1,51,0,1,0,0,0,1,80000
2018,15,0,51,0,1,0,0,0,1,122500
2018,15,1,60,0,0,0,0,1,1,129000
2018,15,0,57,0,1,0,0,1,1,58000
2018,15,0,77,0,0,0,0,1,1,20100
2018,15,1,65,0,0,0,0,1,0,0
2018,15,0,70,0,0,0,0,1,1,45700
2018,15,0,53,0,1,0,0,0,1,65160
2018,15,1,48,0,1,0,0,0,1,75000
2018,15,0,39,0,1,0,0,0,0,17680
2018,15,0,70,0,1,0,0,0,0,13200
2018,15,1,26,0,1,0,1,0,1,33600
2018,15,0,26,0,1,0,0,0,1,40000
2018,15,1,74,0,1,0,0,0,0,0
2018,15,0,50,0,1,0,0,0,1,1200
2018,15,0,58,0,1,0,0,0,1,40500
2018,15,0,57,0,1,0,0,0,0,90020
2018,15,1,26,0,1,0,0,0,0,17800
2018,15,0,31,0,0,0,0,1,1,40000
2018,15,0,62,0,1,0,0,0,0,60000
2018,15,1,61,0,1,0,0,0,0,30000
2018,15,0,37,0,1,0,0,0,0,60000
2018,15,0,47,0,0,0,0,1,0,80000
2018,15,1,45,1,0,0,1,0,1,28000
2018,15,1,21,1,0,0,1,0,0,0
2018,15,0,18,1,0,0,1,0,0,0
2018,15,0,17,1,0,0,1,0,0,0
2018,15,1,59,0,0,0,0,1,1,25800
2018,15,0,61,0,0,0,0,1,0,50000
2018,15,0,47,0,0,0,0,1,1,115000
2018,15,1,49,0,0,0,0,1,1,0
2018,15,1,22,0,0,0,0,1,0,20000
2018,15,1,53,0,0,0,0,1,1,42000
2018,15,1,19,0,0,0,0,1,0,2000
2018,15,0,20,0,0,0,0,1,0,0
2018,15,0,65,0,0,0,0,1,0,42000
2018,15,1,57,0,1,0,1,1,0,9000
2018,15,1,17,0,1,0,1,1,0,2500
2018,15,0,66,0,1,0,0,0,0,63400
2018,15,1,68,0,1,0,0,0,0,11900
2018,15,0,60,0,0,0,0,1,0,3100
2018,15,1,49,0,0,0,0,1,1,85800
2018,15,1,51,0,0,1,0,0,1,165000
2018,15,1,28,0,0,0,1,0,0,20000
2018,15,0,26,0,0,0,1,0,0,20000
2018,15,0,52,0,0,0,0,1,0,31300
2018,15,1,59,0,0,0,0,1,1,12000
2018,15,0,72,0,0,0,0,1,1,32500
2018,15,0,22,0,1,0,0,1,1,10000
2018,15,1,22,0,1,0,1,1,1,10000
2018,15,1,28,1,0,0,0,1,0,20000
2018,15,1,47,1,0,0,0,1,0,3500
2018,15,1,72,0,0,0,1,0,0,110000
2018,15,1,70,0,0,0,1,0,0,10000
2018,15,1,57,0,0,0,1,0,1,55000
2018,15,0,53,0,0,0,0,1,0,31990
2018,15,0,43,0,0,0,0,1,0,46000
2018,15,0,43,0,1,0,0,0,0,50000
2018,15,1,41,0,1,0,0,0,1,103000
2018,15,1,45,0,1,0,0,0,0,33700
2018,15,0,23,0,1,0,0,1,0,25700
2018,15,0,51,0,0,0,0,1,0,97600
2018,15,1,45,1,0,0,0,1,1,50000
2018,15,1,18,1,0,0,0,1,0,4000
2018,15,0,96,0,1,0,0,0,0,17610
2018,15,0,56,0,0,0,1,1,0,68000
2018,15,1,44,0,0,0,0,1,0,50000
2018,15,0,16,0,0,0,1,1,0,0
2018,15,0,63,0,1,0,0,0,0,18000
2018,15,1,57,0,1,0,1,0,0,30000
2018,15,1,38,0,1,0,1,0,0,0
2018,15,0,19,0,1,0,1,0,0,0
2018,15,0,15,0,1,0,1,0,0,0
2018,15,0,36,0,0,0,1,0,0,30000
2018,15,1,62,0,0,0,1,0,0,0
2018,15,1,28,0,0,0,1,0,0,0
2018,15,0,30,1,0,0,0,0,0,10500
2018,15,0,33,0,0,0,0,1,1,40000
2018,15,0,33,0,1,0,0,0,1,71000
2018,15,1,31,0,1,0,0,0,1,55000
2018,15,1,48,0,0,0,1,1,1,96800
2018,15,0,48,0,1,0,0,0,1,102000
2018,15,0,40,0,1,0,0,0,0,12000
2018,15,1,39,0,1,0,0,0,0,51000
2018,15,1,66,0,1,0,0,0,0,8620
2018,15,0,57,0,1,0,0,0,0,54000
2018,15,0,31,0,1,0,0,0,0,46300
2018,15,1,31,0,0,1,0,0,1,180000
2018,15,0,33,1,0,0,0,0,1,20000
2018,15,1,60,0,0,0,0,1,0,0
2018,15,0,71,0,0,0,0,1,1,234300
2018,15,1,60,0,1,0,0,0,1,72000
2018,15,0,52,1,0,0,0,0,0,60000
2018,15,0,51,0,1,0,0,1,0,80000
2018,15,1,47,0,1,0,0,1,1,70000
2018,15,1,15,0,1,0,0,1,0,0
2018,15,1,57,0,0,0,1,0,0,34000
2018,15,0,58,0,1,0,0,0,0,62400
2018,15,0,77,0,1,0,0,0,1,0
2018,15,1,33,0,0,0,0,1,0,140000
2018,15,1,22,0,0,0,0,1,0,35000
2018,15,0,20,0,0,0,0,1,0,26000
2018,15,1,20,0,0,0,0,1,0,13000
2018,15,0,53,0,1,0,1,1,0,9000
2018,15,1,16,0,1,0,1,1,0,0
2018,15,1,15,0,1,0,1,1,0,0
2018,15,0,51,0,0,0,0,1,1,70000
2018,15,1,33,0,1,0,0,0,1,45000
2018,15,0,33,0,0,0,0,1,1,9000
2018,15,0,62,0,0,0,0,1,0,25600
2018,15,0,49,0,0,0,0,1,1,150000
2018,15,1,50,0,0,0,0,1,1,1800
2018,15,1,81,0,0,0,1,1,1,32000
2018,15,1,53,0,1,0,1,1,1,65300
2018,15,0,15,0,1,0,1,1,0,0
2018,15,0,68,0,0,0,0,1,1,106000
2018,15,1,69,0,0,0,0,1,1,112000
2018,15,0,75,0,0,0,0,1,1,17970
2018,15,0,47,0,1,0,0,0,1,0
2018,15,1,45,0,1,0,0,0,0,32000
2018,15,0,44,0,1,0,0,0,0,36000
2018,15,0,24,0,1,0,0,0,0,12000
2018,15,0,15,0,1,0,0,0,0,11800
2018,15,0,62,0,0,0,0,1,1,13000
2018,15,1,56,0,0,0,1,0,1,0
2018,15,1,31,0,0,0,1,0,0,2400
2018,15,0,33,0,0,0,1,0,0,24000
2018,15,1,38,0,1,0,0,0,1,90
2018,15,0,42,0,1,0,0,0,0,7600
2018,15,0,78,0,0,0,0,1,0,54700
2018,15,1,56,0,0,0,0,1,0,9600
2018,15,1,58,0,0,0,0,1,1,264000
2018,15,0,17,0,0,0,0,1,0,0
2018,15,1,17,0,0,0,0,1,0,0
2018,15,1,71,0,0,0,0,1,1,67000
2018,15,0,69,0,0,0,0,1,1,106200
2018,15,1,66,0,1,0,0,0,0,32520
2018,15,1,71,0,1,0,0,0,1,49700
2018,15,0,70,0,1,0,0,0,1,50000
2018,15,1,67,0,1,0,0,0,1,46300
2018,15,0,57,0,1,0,0,0,0,94000
2018,15,0,23,0,1,0,0,0,0,67000
2018,15,0,59,0,1,0,0,0,0,24000
2018,15,1,84,0,1,0,0,0,0,60100
2018,15,1,60,0,1,0,0,0,0,20000
2018,15,0,31,0,1,0,0,0,1,40000
2018,15,0,69,0,0,0,0,1,0,205400
2018,15,1,70,0,1,0,0,0,0,10200
2018,15,0,28,0,1,0,1,1,0,50000
2018,15,1,22,0,1,0,0,1,0,45000
2018,15,0,47,1,0,0,0,0,0,120000
2018,15,1,36,1,0,0,0,1,0,10100
2018,15,0,25,0,0,0,0,1,1,57000
2018,15,1,65,0,1,0,1,0,0,53100
2018,15,0,59,0,0,0,0,1,0,70010
2018,15,0,34,0,0,0,0,1,0,29100
2018,15,1,29,0,0,0,0,1,0,45000
2018,15,0,34,0,0,0,0,1,0,34300
2018,15,0,60,1,0,0,0,1,1,10000
2018,15,0,41,1,0,0,0,1,1,118800
2018,15,0,59,0,0,0,1,0,0,2000
2018,15,1,86,0,1,0,0,0,1,6200
2018,15,0,55,0,1,0,0,0,1,86000
2018,15,1,66,0,1,0,0,0,1,42000
2018,15,0,26,0,1,0,0,0,0,42000
2018,15,1,63,0,1,0,0,0,1,4000
2018,15,0,63,0,1,0,0,0,1,1500
2018,15,0,25,0,1,0,0,0,0,8000
2018,15,0,18,0,0,0,0,1,0,0
2018,15,0,19,0,0,0,0,1,0,4000
2018,15,0,72,1,1,0,0,0,0,8800
2018,15,1,80,0,1,0,0,0,0,2700
2018,15,0,27,0,0,0,0,1,0,4500
2018,15,1,22,1,0,0,0,1,0,9700
2018,15,0,75,0,1,0,0,1,1,26000
2018,15,1,75,0,1,0,1,0,0,9900
2018,15,0,84,0,0,0,1,0,0,38200
2018,15,1,79,0,0,0,1,1,0,53700
2018,15,1,56,0,0,0,1,1,0,0
2018,15,0,57,0,0,0,1,1,0,13800
2018,15,1,40,0,1,0,0,0,0,41800
2018,15,1,69,0,1,0,0,0,0,9600
2018,15,1,61,0,1,0,0,0,0,60000
2018,15,1,67,0,1,0,0,0,0,27600
2018,15,1,91,0,1,0,0,0,0,12200
2018,15,1,64,0,1,0,0,1,0,82000
2018,15,1,60,0,1,0,0,1,0,0
2018,15,0,38,0,1,0,0,1,1,13000
2018,15,0,31,0,1,0,0,1,0,40000
2018,15,1,29,0,1,0,0,0,0,2400
2018,15,0,75,0,0,0,0,1,1,292000
2018,15,1,66,0,0,0,0,1,1,15000
2018,15,1,37,0,1,0,0,0,1,21600
2018,15,0,38,0,1,0,0,0,1,51000
2018,15,1,65,0,1,0,0,0,0,73000
2018,15,0,71,0,0,0,0,1,0,112000
2018,15,1,82,0,1,0,0,0,0,27500
2018,15,0,69,0,1,0,0,0,0,27800
2018,15,1,61,0,1,0,0,0,0,30000
2018,15,0,28,0,1,0,0,0,1,60000
2018,15,1,25,0,1,0,0,0,1,20000
2018,15,0,70,0,1,0,0,0,0,28700
2018,15,1,32,0,0,0,0,1,0,0
2018,15,1,48,0,1,0,0,0,1,50000
2018,15,1,67,0,1,0,0,0,0,10800
2018,15,0,60,0,1,0,0,0,0,80000
2018,15,1,58,0,1,0,0,0,0,41000
2018,15,0,26,0,0,0,0,1,0,40000
2018,15,0,42,0,0,0,0,1,0,15000
2018,15,1,41,0,0,0,0,1,0,70000
2018,15,0,56,0,0,0,1,1,0,0
2018,15,0,61,0,1,0,0,0,1,225000
2018,15,1,58,0,1,0,0,0,0,45800
2018,15,0,26,0,1,0,0,0,0,8800
2018,15,0,20,0,1,0,0,0,0,0
2018,15,0,71,0,1,0,0,0,1,37000
2018,15,1,64,0,1,0,0,0,1,75200
2018,15,1,70,0,0,0,1,1,0,89400
2018,15,1,85,0,0,0,0,1,0,5000
2018,15,0,58,0,0,0,0,1,0,51400
2018,15,1,29,0,0,0,0,1,0,0
2018,15,0,26,0,0,0,0,1,0,40000
2018,15,1,71,0,0,0,0,1,1,56000
2018,15,0,71,0,0,0,0,1,0,9000
2018,15,0,29,0,0,0,0,1,1,19200
2018,15,1,36,0,0,0,0,1,1,40000
2018,15,0,33,0,0,0,1,1,0,41000
2018,15,1,41,0,1,0,0,0,0,41000
2018,15,0,38,0,1,0,0,0,0,49000
2018,15,1,16,0,1,0,0,0,0,0
2018,15,1,57,0,1,0,0,0,0,19200
2018,15,0,33,0,1,0,0,0,0,41000
2018,15,1,33,0,1,0,0,0,0,0
2018,15,0,76,0,0,0,0,1,0,53130
2018,15,1,72,0,1,0,0,0,0,21800
2018,15,0,54,0,0,0,0,1,0,0
2018,15,0,16,0,1,0,0,1,0,0
2018,15,1,38,0,1,0,0,0,1,33900
2018,15,1,58,0,0,0,0,1,0,11500
2018,15,0,61,0,1,0,0,1,0,12000
2018,15,0,53,0,0,0,0,1,1,68000
2018,15,1,59,1,1,0,0,0,0,27500
2018,15,1,59,1,0,0,0,0,1,0
2018,15,0,61,0,0,0,0,1,1,235800
2018,15,1,35,1,0,0,0,1,1,41800
2018,15,0,42,0,0,0,0,1,0,500
2018,15,1,42,0,0,0,0,1,0,27200
2018,15,0,42,0,0,0,0,1,0,35000
2018,15,0,70,0,1,0,0,0,1,156300
2018,15,1,70,0,1,0,0,0,1,16400
2018,15,1,79,0,1,0,1,1,0,42100
2018,15,1,48,0,1,0,1,1,1,86000
2018,15,1,34,0,1,0,1,1,0,13600
2018,15,0,30,0,1,0,1,1,0,18000
2018,15,0,52,0,0,0,0,1,1,74400
2018,15,0,29,0,1,0,1,1,0,46600
2018,15,0,49,0,0,0,1,0,0,52000
2018,15,1,46,0,0,0,1,0,0,7000
2018,15,0,20,0,0,0,1,0,0,0
2018,15,0,28,0,1,0,0,0,1,36000
2018,15,1,65,0,0,0,1,0,0,6980
2018,15,0,58,0,1,0,1,0,0,49700
2018,15,1,57,0,0,0,0,1,1,60000
2018,15,1,32,0,1,0,1,1,1,49000
2018,15,0,74,0,1,0,0,0,0,43000
2018,15,0,45,0,1,0,0,0,0,129000
2018,15,0,75,0,1,0,0,0,0,41100
2018,15,0,35,0,0,0,0,1,0,60000
2018,15,1,22,0,0,0,0,1,0,10000
2018,15,0,28,0,0,0,0,1,0,45000
2018,15,1,60,0,0,0,1,0,0,30000
2018,15,0,61,0,0,0,1,0,0,47000
2018,15,0,42,0,0,0,1,0,0,7100
2018,15,1,30,0,0,0,1,0,0,0
2018,15,1,83,0,0,0,1,0,0,18000
2018,15,1,36,0,1,0,0,0,0,23100
2018,15,1,70,0,1,0,0,0,0,18500
2018,15,0,70,0,1,0,0,0,0,75200
2018,15,1,40,0,1,0,0,0,1,9600
2018,15,1,41,0,1,0,0,0,1,25000
2018,15,0,48,0,1,0,0,0,1,25000
2018,15,1,68,0,1,0,0,0,1,72000
2018,15,0,73,0,0,0,0,1,1,80300
2018,15,0,73,0,0,1,0,1,1,29000
2018,15,0,36,1,0,0,0,0,0,46300
2018,15,0,33,0,0,0,1,0,0,51600
2018,15,1,33,0,0,0,0,1,1,20000
2018,15,0,45,1,0,0,0,1,0,93000
2018,15,0,40,1,0,0,0,0,0,23000
2018,15,0,53,0,1,0,0,1,0,14940
2018,15,1,24,0,1,0,0,1,0,18300
2018,15,1,45,0,1,0,1,0,0,6200
2018,15,1,77,0,1,0,0,0,1,51500
2018,15,0,70,0,0,0,0,1,1,58300
2018,15,1,65,0,0,0,0,1,0,-1200
2018,15,0,52,0,0,0,1,0,0,39000
2018,15,1,50,0,0,0,1,1,0,14000
2018,15,0,64,0,1,0,0,0,0,14200
2018,15,0,38,0,1,0,0,0,1,1e+05
2018,15,1,72,0,1,0,0,0,0,50000
2018,15,0,38,0,1,0,0,0,1,428000
2018,15,1,35,0,1,0,0,0,1,30000
2018,15,1,87,0,0,0,0,1,0,64200
2018,15,0,64,0,1,0,0,1,0,6000
2018,15,1,64,0,1,0,0,0,0,3500
2018,15,0,79,0,0,0,0,1,1,82000
2018,15,1,79,1,0,0,0,1,0,11010
2018,15,1,70,0,0,0,1,0,1,50800
2018,15,0,43,0,1,0,0,0,0,30000
2018,15,0,69,0,1,0,0,0,0,37000
2018,15,1,71,0,1,0,0,0,0,7200
2018,15,0,55,0,1,0,0,1,0,79000
2018,15,1,54,0,1,0,0,0,1,59000
2018,15,0,23,0,1,0,0,1,0,9600
2018,15,1,15,0,1,0,0,1,0,0
2018,15,0,50,0,1,0,1,0,0,51000
2018,15,1,46,0,0,0,1,1,1,12000
2018,15,1,24,0,1,0,1,1,0,19000
2018,15,0,22,0,1,0,1,1,0,150
2018,15,0,17,0,1,0,1,1,0,2200
2018,15,0,34,0,0,0,0,1,0,42000
2018,15,1,32,0,0,0,1,0,0,0
2018,15,0,38,0,1,0,0,0,0,4500
2018,15,1,63,0,1,0,0,0,0,30000
2018,15,0,65,0,1,0,0,0,1,138580
2018,15,0,63,0,0,0,0,1,0,10000
2018,15,0,38,1,1,0,0,0,0,115000
2018,15,1,31,0,0,0,0,1,1,0
2018,15,0,32,0,0,0,0,1,1,125000
2018,15,1,48,0,0,0,1,0,0,50000
2018,15,0,60,0,1,0,0,0,1,0
